Gene	DI
MAGT1	-0.769230769
NPHP4	0.161290323
PCDHGA3	0.161290323
PCDHGA8	0.806451613
PNPLA7	0
PRAF2	-0.769230769
SHROOM3	0.892857143
SLIT2	0.892857143
TBC1D8	0.161290323
TEX13A	0.892857143
A2ML1	0.806451613
ADCY2	0
AFAP1	0.161290323
ANKRD50	-0.769230769
APBB1	0.892857143
ATAD3C	0.161290323
ATP13A5	0
C10orf82	0.806451613
C4orf50	0
C4orf51	0.892857143
C5	0.161290323
C6ORF165	0.806451613
CEP128	0.161290323
CHRNB2	0.161290323
CNTLN	0.161290323
CRABP1	0
EMR1	0.892857143
EMR2	0
EMR3	0.806451613
FAM46D	0.161290323
FGD2	0.161290323
GGT2	0.892857143
GLUD2	-0.769230769
IARS	0.161290323
IL12RB2	-0.769230769
IL1RAP	-0.769230769
IL1RAPL1	0.806451613
IMPG2	0.161290323
KIAA0368	0.161290323
MAP4K4	0.806451613
MCC	0.161290323
NCAPG	-0.769230769
NCKAP1	0.161290323
NPEPL1	0.161290323
NXPE4	-0.869565217
P2RX7	0.161290323
PLXNA4	0.161290323
PLXNB1	-0.769230769
PPFIA2	0.161290323
PPP1R9A	-0.769230769
PRDM2	0.161290323
PTPN14	-0.769230769
RAPGEF4	-0.769230769
RBM19	0.806451613
RNGTT	0.806451613
RNPC3	-0.769230769
SLC28A3	-0.769230769
SYNGR4	-0.769230769
TACC2	0.806451613
TET2	0.806451613
TET3	-0.869565217
TEX10	0
TLR10	0.161290323
TMEM240	0.806451613
TMPRSS7	0
TMTC1	0.161290323
TSPYL5	0.161290323
TSPYL6	0.806451613
USP34	-0.769230769
VN1R2	0.892857143
WDR35	0.806451613
ZNF724P	0.161290323
ABCA10	0
ACER1	-0.869565217
ALG6	-0.769230769
ALPK1	0.161290323
ARHGAP20	0.161290323
ATAD3A	0
BBS7	0.806451613
C1orf168	0.161290323
CCDC88A	0.161290323
CD5	0.806451613
CEP290	0.892857143
CHRNA10	0.806451613
CLSPN	0.806451613
CNTNAP3	0.161290323
CTBP2	0.806451613
EP400	0.892857143
ERCC6L	-0.769230769
FAP	0.161290323
GABRA1	-0.869565217
GADL1	0
GALK2	0.161290323
GPR149	0.806451613
GRIP1	-0.769230769
GRPR	0
HIST1H1C	-0.769230769
INPP5F	0.806451613
ITGA2	0.161290323
ITGA4	0.806451613
KCNH1	0
KIAA0753	0.161290323
KLHL13	0
KLHL2	-0.769230769
KRTAP1-1	-0.769230769
KRTAP9-3	-0.769230769
LGR6	0.806451613
MAN2A2	0.892857143
NARG2	-0.769230769
NOX4	-0.769230769
OR13A1	0
OR2L3	-0.769230769
OR4K2	0.161290323
OR5K3	0.806451613
OR7E24	0.806451613
OR9A2	0.892857143
PAOX	0.161290323
PCDHGB7	-0.869565217
PDE8B	0.892857143
PIKFYVE	-0.769230769
PLEKHM2	0
RP11-108K14.8	0.892857143
SFMBT2	0.161290323
SLC4A4	0.806451613
SSUH2	-0.769230769
TEKT3	-0.769230769
TRPM7	0.806451613
WDR44	0.806451613
WFS1	0.161290323
ZNF214	0.892857143
ZNF43	0.806451613
STRA8	-0.769230769
SPAG17	0.806451613
ISG20	0.806451613
RIN1	0.806451613
NECAB2	-0.769230769
SRRM5	0.161290323
COL21A1	-0.769230769
TSNAXIP1	0.161290323
KIFC3	0
MAMLD1	-0.769230769
REN	0.161290323
RNF217	-0.869565217
ZNF714	-0.869565217
BBOX1	0.806451613
CACTIN	0.161290323
CEP164	0.892857143
MMACHC	0.161290323
PTCHD1	-0.769230769
TMEM39B	0.806451613
USP20	0.161290323
WWC3	-0.769230769
ZCCHC11	0.161290323
CSNK1G3	0.806451613
DNAJC10	0.806451613
GMPS	0
IGF2	0.161290323
LRP1	0
NOS3	-0.769230769
PFKFB1	-0.869565217
RANBP17	-0.769230769
CCDC8	-0.769230769
CTAGE6	0.806451613
GOLGA8R	-0.869565217
HIST3H3	0
MITF	0.806451613
NEO1	-0.769230769
NFIB	0.161290323
NRXN1	-0.869565217
PIWIL2	-0.769230769
PSMD5	-0.769230769
PTPRJ	0.161290323
RNMT	0.161290323
SRBD1	-0.769230769
UBR1	-0.769230769
WSCD2	0.806451613
ADCY4	0.161290323
AGPAT4	0.806451613
ANAPC2	0.806451613
APOE	0.806451613
BAZ2A	-0.769230769
BRINP1	0
C1orf87	0.161290323
CHDH	-0.869565217
CTSF	0
DNAJC6	0.161290323
EBF3	-0.769230769
FAM189A2	-0.869565217
ITPR1	0.161290323
JADE2	-0.769230769
KDM6A	-0.769230769
LRRC9	0.806451613
MPP2	-0.769230769
NKAP	-0.769230769
PCDHGA6	0.161290323
RPA4	0
SYN1	0.161290323
TANC2	-0.769230769
C10orf129	0.806451613
CACNA2D4	0.806451613
CIITA	0.892857143
DCDC2C	-0.769230769
DDX19B	0.806451613
DOCK1	0.806451613
E2F8	0.806451613
FAM155B	-0.769230769
FAM47B	0.161290323
FRMPD4	0.806451613
GABRG1	0.161290323
GTF2E1	0.806451613
HOXC12	0.806451613
HSPA12A	0.806451613
KIF4A	0.892857143
LDOC1L	0.161290323
LY75	0.161290323
MAGEC2	0.161290323
MED12	0.892857143
NAPSA	0.806451613
NLRC5	0.892857143
NPAT	0.892857143
POU3F4	-0.769230769
PRPF40B	0.892857143
SECISBP2	0
SLC22A6	-0.769230769
SNX15	0.892857143
UNCX	0.161290323
ZNF518B	0.806451613
ABCD2	0.892857143
ABI3BP	0.161290323
AFF1	-0.769230769
C1orf141	0
CELSR2	0.806451613
CHAD	0.806451613
CNTN1	0
CTNNA2	0.161290323
CTSH	0.161290323
DDX54	0.806451613
DRGX	0.806451613
DSTYK	-0.869565217
EDNRB	0.806451613
FANCM	0.806451613
FMR1	-0.769230769
FOCAD	-0.769230769
GPAM	-0.869565217
GPR148	0.161290323
HNRNPA0	-0.869565217
IL1RAPL2	-0.869565217
JMJD1C	0.892857143
KCTD19	0.892857143
KIF20B	0.161290323
KLF15	0.806451613
LRRC8C	-0.769230769
MAN2A1	-0.769230769
MAP3K1	0.806451613
MKX	0
MME	0.892857143
MPHOSPH9	0.806451613
NAPRT1	0.806451613
NR2C2	0.892857143
NRK	0.161290323
NUP107	0.892857143
OR11L1	0
OR2B11	0
OR4M2	0.161290323
P2RY6	0.806451613
PER1	-0.769230769
PLXNB2	0.806451613
PPP1R13B	0.161290323
REV3L	0.892857143
RP11-1055B8.7	0.892857143
SHB	0.806451613
SLC22A3	0
SNX14	0.892857143
SYNJ1	0.806451613
SYT10	0.892857143
TAS2R46	-0.769230769
TBX2	0
TLR7	-0.769230769
TNNI3K	0.806451613
TRAF1	0.806451613
TRBV9	0.806451613
WDR27	0.892857143
WDR96	0.892857143
ZNF236	0.806451613
ABCA4	0.161290323
AC005609.1	0.806451613
AC019171.1	0.161290323
AC079354.1	0
ACACB	0.161290323
ADAMTS5	-0.769230769
AKR1CL1	0
ALKBH2	0
ANKRD24	-0.769230769
AP003062.1	-0.769230769
C10orf90	-0.769230769
C15orf39	0
C18orf64	-0.869565217
C2orf73	-0.869565217
CCNB3	-0.769230769
CLIC6	-0.769230769
CMKLR1	0.806451613
CNGA2	0.161290323
CRAT	0
CXorf22	0.892857143
CYP26B1	0
DAPK1	0
DDO	0.892857143
DENND5B	0.892857143
EGF	0
EML6	0
EPB41L3	-0.769230769
FAM194A	0.806451613
FMNL2	0.806451613
FRYL	-0.869565217
GIGYF2	0.161290323
GPR113	0.161290323
GPR123	0.806451613
GPR126	0.892857143
GPR27	-0.869565217
GPR61	0.892857143
GREB1L	0.161290323
HDGFRP2	0.806451613
HEATR5A	0
HTR2C	0.806451613
IFT74	0.892857143
IGHV1-69	-0.769230769
IGHV4-28	0.161290323
IGLV10-54	0
INPP5K	-0.769230769
INTU	0.892857143
ITGA7	-0.769230769
ITSN2	-0.769230769
KALRN	0.806451613
KANSL1L	0.806451613
KLC2	0.892857143
KRTAP13-1	0.161290323
LRP5	-0.769230769
LRRC24	0.161290323
LSM10	-0.869565217
MAPK11	0.806451613
MEI1	0
MPDZ	-0.769230769
MXRA5	0.806451613
MYOM3	0.806451613
NAP1L2	0.806451613
NCKAP5	-0.769230769
NDRG4	0.806451613
NRAP	-0.869565217
OR10J3	0
OR13C3	-0.869565217
OR2L8	-0.769230769
OR4N2	0.161290323
OR51A2	0.806451613
OR5AS1	0.161290323
OR5L2	0.806451613
OR5P3	-0.769230769
PALM3	0.161290323
PAPSS1	0.892857143
PCDHA11	-0.869565217
PDZD8	0.806451613
PLG	0.161290323
PLXNB3	0.806451613
POLQ	0.161290323
PPP5C	-0.769230769
PSD3	0
RBM44	0.892857143
RNF208	0.161290323
RP11-113D6.10	0
RP11-553A10.1	-0.769230769
SCAF4	0.161290323
SEMA6A	0.806451613
SLC16A13	-0.769230769
SLC16A6	0.806451613
SLC27A4	0.892857143
SLC7A5	0.806451613
SLC8A1	0.806451613
SMARCAL1	0.806451613
SORBS2	0.161290323
STOX1	0.806451613
SZT2	0.806451613
TBCK	-0.769230769
TLR8	0.806451613
TMEM26	0.161290323
TRAV8-2	0.806451613
TSGA10	0.806451613
TSHZ3	0.806451613
TTLL5	0.806451613
USP4	0.161290323
WDR3	0.161290323
ZCCHC16	0
ZMYM3	0.892857143
RPL8	0.0390625
ING1	-0.192307692
HNRNPA2B1	-0.27972028
GTF3A	-0.214723926
DDX5	-0.490196078
PCK1	0.108225108
IRF2BP2	-0.408496732
INO80B	-0.264227642
KLF10	-0.22556391
TRMT12	-0.162601626
SEPHS2	-0.365853659
PDP1	-0.309734513
DUSP1	-0.264227642
CSTF1	-0.365853659
KAT8	0.097087379
RNF139	-0.365853659
FANCF	-0.121359223
POC1B-GALNT4	-0.413533835
B4GALT5	0.194805195
MYC	-0.121359223
CLN5	-0.199115044
SNAI1	0.097087379
THAP5	-0.02688172
KIF3B	-0.121359223
MEPCE	-0.507518797
PPP1R15B	-0.601503759
PCGF1	0.064102564
SALL4	0.303867403
FOSB	-0.420353982
POLR1C	0.082872928
HTRA2	-0.161290323
TGM2	-0.430107527
ZNRF2	-0.060240964
PRAMEF10	-0.210843373
H2AFJ	0.038167939
CD9	-0.242718447
TLCD1	-0.161290323
MRPS30	0.082872928
SEMG1	0.192307692
B2M	-0.485436893
EIF2S2	0.082872928
DNAJC5	-0.060240964
TPM4	-0.060240964
GADD45A	-0.361445783
PYGO2	-0.210843373
RAE1	0.064102564
MTG2	0.064102564
POLR2I	-0.060240964
NUFIP2	-0.273972603
BRIX1	-0.060240964
ILK	-0.485436893
FZD5	0.038167939
HNF4A	0.064102564
HOXA5	0.192307692
ANAPC15	-0.813253012
YTHDF1	0.414364641
METTL12	-0.060240964
TAF1D	-0.361445783
SPAG1	-0.210843373
NELFCD	-0.161290323
SNX17	-0.210843373
SPATA31A3	0.485436893
OTUD6B	-0.361445783
PRPF38B	-0.64159292
SF1	-0.295698925
SMG8	-0.210843373
SEMG2	-0.273972603
TGOLN2	-0.295698925
TMEM179B	-0.430107527
DIS3	-0.361445783
MLEC	-0.102739726
STK4	-0.430107527
CDC16	-0.485436893
NCK2	-0.361445783
FBXL3	-0.361445783
RNF19A	-0.273972603
NUDT22	-0.273972603
CDC25B	-0.210843373
SRRT	-0.430107527
EHF	0.192307692
FBXL14	-0.662650602
ZNF334	-0.357142857
DDX56	0.064102564
CFLAR	-0.445205479
ATP1B1	-0.210843373
PRR14	-0.564516129
CD2BP2	-0.102739726
EGLN2	-0.512048193
BCKDK	-0.564516129
LENG9	-0.361445783
EPCAM	0.192307692
HNRNPUL2	-0.361445783
CYHR1	0.188679245
ILF2	-0.361445783
ELF1	-0.606796117
TNFRSF11B	-0.662650602
HYAL2	-0.357142857
ORAI3	-0.564516129
CNTD1	0.038167939
CPNE1	-0.158730159
TPX2	-0.235849057
ITPRIPL2	-0.273972603
TM9SF2	-0.833333333
MFSD3	0.190839695
IRX4	-0.357142857
CDCA3	-0.273972603
GP5	-0.235849057
LRG1	-0.361445783
ZFP64	-0.445205479
PSMC5	-0.512048193
NDRG1	-0.662650602
OGFR	0.188679245
NCOA5	0
CYP11B2	0.34351145
UCHL3	-0.357142857
C1orf56	-0.564516129
NDFIP2	-0.273972603
NFKBIE	-0.662650602
IFRD1	-0.361445783
MTDH	-0.273972603
GPR4	-0.662650602
TIGD5	-0.058139535
ZNF394	-0.72815534
CPSF1	0.34351145
SPO11	-0.357142857
SAMHD1	-0.158730159
RPN2	-0.273972603
TTC30B	-0.662650602
ZNF251	0
MTA2	-0.445205479
HNRNPDL	-0.445205479
MROH6	0
NHLRC1	-0.616438356
HELZ2	-0.235849057
ITM2B	-0.698924731
OSR2	-0.158730159
RBBP8NL	-0.235849057
RBM38	-0.555555556
BAG5	-0.512048193
ANKRD10	-0.698924731
PCMTD2	0
RBFOX3	-0.512048193
ITCH	-0.158730159
SUN1	-0.235849057
AKT1S1	-0.445205479
TSN	-0.357142857
SNX10	-0.158730159
SOSTDC1	0.320512821
VEGFB	-0.616438356
ERCC5	-0.698924731
FAM104A	-0.471698113
KRTAP10-6	0.190839695
LMO7	-0.445205479
EIF5	-0.662650602
ZNF335	0
FAM91A1	-0.616438356
MRPL15	-0.616438356
SLC25A3	-0.512048193
STAU1	-0.273972603
NR1D1	0.188679245
ATXN7L3	0
MUC7	-0.158730159
TRAPPC4	0.038167939
VCPKMT	0.648854962
HAX1	-0.445205479
KCNIP4	-0.273972603
TUBA3C	-0.235849057
KCNQ2	-0.471698113
SDC4	-0.357142857
BCAS1	-0.357142857
CENPB	0
AJAP1	-0.555555556
ATAD2	-0.058139535
ATP9A	-0.357142857
LRCH1	-0.813253012
NEFM	-0.616438356
CDKN1A	-0.555555556
NCL	-0.555555556
RANBP6	-0.616438356
MPZL2	-0.357142857
CLDND2	0
WDR74	-0.662650602
WNT7A	-0.235849057
EMG1	-0.616438356
HCK	-0.058139535
SNX21	-0.235849057
KIF26A	0.188679245
AHR	-0.158730159
PSG9	0.496183206
DPYSL4	-0.235849057
BTBD19	0.190839695
RASSF1	-0.555555556
SYVN1	-0.616438356
TGDS	-0.662650602
YTHDF2	-0.445205479
SULF2	0.34351145
CYB5D1	0.566037736
TRAF4	0.34351145
SPHK2	-0.555555556
CAB39L	-0.616438356
PGBD4	-0.616438356
HSPA2	-0.787671233
MCM4	-0.555555556
RUNDC1	0.190839695
HEXIM2	-0.235849057
DNAJC3	-0.787671233
DDX47	-0.555555556
ST6GALNAC4	-0.787671233
POLR2G	-0.357142857
MUC5AC	0.185185185
CDH17	0.185185185
CNPPD1	-0.058139535
ERRFI1	0
KRT39	0.185185185
RBM33	-0.235849057
RUNX1	0.188679245
SETDB2	-0.616438356
COG3	-0.616438356
SKIL	-0.616438356
LUZP2	-0.787671233
CLK1	-0.235849057
PRAMEF12	-0.348837209
CTNNBL1	-0.555555556
EPSTI1	-0.357142857
LCN2	0.648854962
KCMF1	-0.235849057
DNMT3B	-0.058139535
HOXB3	0.188679245
NOP2	-0.058139535
TOR4A	0.566037736
EXPH5	-0.555555556
MYD88	-0.471698113
SYBU	-0.471698113
ZNF789	0.377358491
CD55	-0.787671233
TMC4	-0.471698113
TSPAN1	0.34351145
NCOA3	-0.555555556
SEC62	-0.235849057
MRPS28	0.432098765
KCNG2	-0.058139535
RBAK	-0.348837209
KIF22	-0.753968254
SBSN	0.185185185
LYSMD1	-0.555555556
ARFGAP1	-0.058139535
TTI1	-0.235849057
ATP7B	-0.753968254
LTBR	-0.348837209
MIDN	0
UGCG	-0.616438356
ZBTB46	0.185185185
DOK5	0.185185185
MYL9	0.185185185
SAMD12	-0.151515152
PSG1	0.185185185
GMPR2	-0.753968254
MZB1	-0.753968254
RBM48	-0.555555556
NDUFS2	-0.471698113
METTL2B	-0.471698113
C9orf142	-0.058139535
TSNARE1	0.178571429
ZNF69	-0.639534884
DUSP16	-0.058139535
IFI30	-0.555555556
KIAA1429	0.185185185
HOXA1	-0.151515152
TUBA1A	0.188679245
FZD6	-0.70754717
IRF7	-0.753968254
BEST4	-0.555555556
NEK3	-0.787671233
DDX27	0.188679245
MAMSTR	-0.235849057
ZNF219	-0.70754717
GAS6	-0.555555556
SERPINB9	-0.471698113
ZHX3	-0.058139535
INTS6	-0.952380952
NKIRAS2	-0.058139535
SOGA1	0.377358491
ST3GAL2	-0.952380952
TMEM71	0.178571429
C9orf172	0.679012346
OPCML	-0.555555556
RFXAP	-0.058139535
KCNG1	0.432098765
PSG4	-0.151515152
MATN4	0.185185185
TATDN3	-0.753968254
GET4	-0.058139535
PPM1B	-0.70754717
TRIB3	-0.151515152
CASS4	-0.348837209
HMBS	-0.555555556
PARP4	-0.787671233
PTRF	-0.348837209
SOWAHC	-0.943396226
TGS1	0.377358491
ZNF207	0.188679245
ZNF98	0.178571429
EMC4	-0.058139535
VPS36	-0.555555556
RAD21	-0.348837209
AMICA1	-0.70754717
GMEB2	0.185185185
TBC1D26	0.566037736
CMAS	-0.058139535
KIR2DL1	-0.058139535
ZNF800	-0.348837209
C2orf16	-0.348837209
CD14	-0.348837209
HIRIP3	-0.753968254
IRF2BPL	-0.753968254
SULT1A2	0.566037736
CHCHD6	-0.471698113
NRG3	-0.348837209
ZNF28	-0.639534884
ZNF850	-0.930232558
ARPC5	-0.471698113
ASAP1	-0.753968254
DALRD3	-0.058139535
KIAA1755	-0.151515152
MATR3	-0.235849057
SP1	-0.235849057
THRAP3	-0.753968254
WSB1	-0.95890411
TP53I3	-0.235849057
DAGLB	0.185185185
GRID1	-0.70754717
H2AFV	-0.348837209
DNAJB12	-0.753968254
KAZALD1	-0.235849057
MACC1	-0.235849057
PPP1R16A	0.432098765
VEZF1	-0.753968254
ANKRD34A	-0.348837209
CCDC183	-0.058139535
CYP2W1	0.679012346
KIAA0907	-0.555555556
PRICKLE4	-0.471698113
RIPK2	-0.639534884
SDE2	-0.787671233
UTS2R	0.679012346
ATN1	-0.058139535
CUEDC2	0.377358491
KHNYN	-0.555555556
MTSS1	-0.471698113
NUB1	-0.058139535
OSGIN2	0.432098765
SYCP2	-0.235849057
TSPAN13	-0.058139535
UBR5	-0.348837209
VPS37B	0.377358491
ZBTB7A	-0.058139535
RPA2	-0.471698113
CAPZA1	-0.058139535
EIF4G1	-0.471698113
NDUFB2	-0.151515152
ZFAND1	0.185185185
EMC2	-0.70754717
VPS29	-0.058139535
CALHM2	-0.70754717
EIF2AK1	-0.151515152
AKAP1	-0.471698113
ESRP2	0.185185185
ZNF117	-0.151515152
CBLL1	-0.058139535
NOM1	-0.471698113
ELK4	-0.058139535
STK17A	-0.348837209
KDELC1	-0.753968254
FAM198B	-0.151515152
ZNF530	-0.930232558
TRIM8	-0.471698113
NOP9	-0.70754717
YEATS4	-0.058139535
ZNF544	0.432098765
HSPD1	-0.943396226
ARFGEF1	-0.943396226
KHDRBS3	0.432098765
MYLIP	-0.471698113
ATP2A2	-0.471698113
ZNF285	-0.53030303
ARHGEF7	-0.753968254
ASNSD1	-0.943396226
ETV4	-0.348837209
MAPK14	-0.753968254
AKAP11	-0.95890411
MDH2	0.185185185
TAX1BP1	-0.058139535
GABRB3	-0.151515152
MAFK	-0.471698113
PTGIS	0.185185185
SORCS2	-0.70754717
VPS16	0.432098765
ZNF565	-0.53030303
DKK2	-0.471698113
FAM43A	-0.348837209
FZD9	-0.326086957
GATAD1	-0.471698113
IKBKB	-0.348837209
KLHL38	0.185185185
CAV1	0.185185185
ADAM21	0.432098765
CD209	0.679012346
CHRNA4	0.535714286
ELMO2	0.185185185
MRPS16	0.566037736
EPB41L1	0.178571429
NINJ2	-0.348837209
E2F4	0.185185185
STAT3	-0.952380952
ZNF665	-0.930232558
CDH22	-0.151515152
DUSP7	0.185185185
NXN	-0.639534884
ACOT2	-0.70754717
BBS10	-0.471698113
DDX39A	-0.753968254
KAT6A	-0.348837209
KIAA1161	-0.058139535
MMP20	-0.151515152
PTPN6	-0.151515152
SLC12A7	-0.930232558
TOE1	-0.70754717
DLC1	-0.348837209
WFDC8	0.432098765
ALDOB	0.432098765
OPRK1	-0.53030303
ASH2L	-0.53030303
ARHGAP40	-0.348837209
MFSD5	-0.471698113
ESD	-0.753968254
GATC	0.377358491
KLHL6	-0.70754717
MED4	-0.753968254
NIPAL2	-0.53030303
PCBP2	-0.471698113
WWOX	-0.639534884
CLP1	-0.348837209
DDX17	-0.058139535
DHPS	-0.471698113
SLC35C2	-0.151515152
TCEA2	-0.348837209
TSHZ2	0.178571429
ABCF3	-0.639534884
APOPT1	-0.348837209
FCAMR	0.185185185
FOXP1	-0.471698113
GNAS	-0.058139535
LILRA2	0.679012346
SMAD9	0.185185185
STX8	-0.058139535
TIPRL	-0.95890411
HRH1	0.432098765
ZNF200	-0.639534884
TNFRSF21	-0.952380952
TP73	-0.326086957
LENG1	-0.639534884
FAM65C	0.178571429
ANKEF1	0.178571429
C7orf31	0.566037736
SUCLA2	-0.943396226
LIG4	0.185185185
ATP6V1H	-0.943396226
OPA3	-0.70754717
GSDMB	0.178571429
LRP10	-0.348837209
RGS2	-0.151515152
ATXN1	-0.70754717
CARS2	-0.70754717
TBL1XR1	-0.70754717
KLHL35	-0.639534884
C20orf173	0.535714286
DLGAP4	0.432098765
PAN3	-0.70754717
ZHX2	0.178571429
CCT3	-0.943396226
CHMP2A	-0.151515152
RAD1	-0.639534884
ZNF812	-0.53030303
CARD6	-0.70754717
PRSS22	-0.151515152
PWWP2A	-0.70754717
TRHR	-0.326086957
ZNF689	-0.639534884
COL26A1	-0.639534884
SMAD7	-0.151515152
CYP4A22	0.178571429
KCNS2	0.679012346
MAMDC4	0.432098765
AASDHPPT	-0.53030303
CDH4	0.185185185
FASN	0.535714286
FOXI1	0.178571429
NBN	-0.53030303
ZNF491	-0.639534884
BCAR3	-0.639534884
MKNK2	-0.70754717
RALGAPA2	-0.326086957
RB1CC1	-0.53030303
RGMB	-0.151515152
MNT	0.185185185
RGS14	-0.348837209
CHN2	0.185185185
ADAM32	0.161290323
AOAH	-0.151515152
LPAR5	-0.53030303
NOSIP	-0.151515152
COL20A1	0.535714286
LZTS3	-0.326086957
ZFYVE19	-0.348837209
C22orf34	-0.952380952
PLEKHA2	0.178571429
RMDN1	-0.151515152
SWAP70	-0.348837209
ZNF841	-0.869565217
UBE2B	-0.348837209
EFNA4	0.185185185
LSM14A	-0.639534884
BPIFB2	-0.326086957
DNER	-0.348837209
SFTPA1	0.178571429
SAMD15	-0.348837209
ZNF160	-0.909090909
AMIGO2	-0.348837209
DMRT3	0.535714286
FAM46B	-0.70754717
GPALPP1	-0.348837209
GRB7	-0.326086957
HLA-B	-0.151515152
HNF4G	0.535714286
KCNT1	0.178571429
TAF6	0.754716981
THAP7	-0.70754717
ANKH	-0.53030303
AP1S1	-0.151515152
FANCG	0.432098765
FGFR1	0.892857143
LCP1	-0.943396226
SBK1	0.535714286
SEC23B	0.432098765
SOHLH1	0.178571429
SRPK1	-0.70754717
TSFM	0.185185185
NEURL1B	0.178571429
NOXO1	-0.639534884
EPC1	-0.348837209
FAM135B	-0.326086957
NFATC1	0.432098765
SNX32	-0.70754717
CYB561D1	-0.70754717
RNF165	-0.348837209
CCNT1	-0.348837209
EPHA8	0.432098765
AP2M1	0.566037736
FTSJ2	0.185185185
DRD4	0.892857143
EVX2	0.178571429
MAP10	-0.943396226
PLAT	-0.53030303
RICTOR	-0.952380952
COQ2	-0.348837209
DYRK2	-0.348837209
EIF3B	0.432098765
GPRIN3	-0.151515152
PYCR2	-0.943396226
ZNF443	-0.639534884
ALG5	-0.943396226
CD93	0.178571429
LGALS4	-0.639534884
PFKFB2	-0.70754717
SLC7A1	-0.151515152
TMCC1	-0.70754717
JAG2	0.679012346
MAPK4	0.566037736
NOD1	-0.639534884
SDR9C7	0.178571429
ZFAND3	-0.348837209
ZNF737	-0.943396226
CES2	0.432098765
ZNF627	-0.53030303
PRDX2	-0.151515152
PNMT	0.178571429
MAVS	0.679012346
NOMO3	-0.151515152
ZFAT	0.892857143
MFSD10	0.535714286
TMEM200A	-0.53030303
ODF4	0.178571429
NPY4R	0.679012346
TMEM120B	-0.53030303
NNT	-0.930232558
PNPLA2	-0.326086957
KRT34	-0.326086957
TRIP10	-0.943396226
CEP170B	0.178571429
HNRNPUL1	-0.909090909
KRT20	-0.930232558
PANX2	0.161290323
PKDCC	-0.326086957
RBM15B	-0.326086957
ZNF534	-0.326086957
LIMA1	0.178571429
RBCK1	0.178571429
CBX4	0.178571429
KAT2A	-0.53030303
ABRA	0.535714286
MROH5	0.535714286
WFIKKN1	0.161290323
EVPL	-0.326086957
MAML2	0.432098765
PPM1L	-0.53030303
ZNF112	-0.326086957
RITA1	-0.151515152
SDR16C5	0.535714286
SPINT1	-0.151515152
UHMK1	-0.943396226
ZNF799	-0.909090909
PSG7	0.535714286
B4GALT1	-0.53030303
UMPS	-0.53030303
B3GALT2	0.432098765
LRCH3	-0.53030303
ZNRF4	0.535714286
FBL	-0.639534884
ZNF547	-0.53030303
BNIP2	-0.151515152
OVOL2	0.535714286
ZC3H15	-0.53030303
ZNF136	-0.909090909
TUBG2	-0.943396226
SIRPA	-0.909090909
SEPT9	-0.930232558
KDM8	0.432098765
THSD1	-0.909090909
ZBTB34	0.178571429
ORM1	0.535714286
TMEM199	0.432098765
TUBB3	0.535714286
UNC5A	-0.326086957
SLC4A11	-0.326086957
TUSC2	-0.53030303
ADHFE1	-0.53030303
ARL8B	-0.151515152
MTMR12	-0.930232558
NWD1	-0.639534884
OR9Q2	-0.53030303
POC1B	0.432098765
RXFP3	0.535714286
C9orf131	0.892857143
GRIN1	0.892857143
IRG1	0.892857143
RGS22	-0.53030303
RNF149	-0.639534884
AKAP5	-0.53030303
SPATA31A6	0.178571429
ZNF586	-0.53030303
CCDC74B	0.161290323
CGREF1	0.535714286
EXOC3	0.178571429
GHSR	-0.326086957
GPRC5A	0.925925926
GRK5	-0.930232558
PKHD1L1	0.161290323
RHOA	-0.326086957
SLC5A2	-0.53030303
THUMPD1	-0.151515152
AMN	0.535714286
DECR1	-0.326086957
PCDHB8	0.806451613
PEX5	0.535714286
NDUFAF5	-0.53030303
KLHDC2	-0.151515152
WISP1	-0.869565217
ZBTB16	-0.326086957
GGCT	0.432098765
AMH	0.806451613
FLT4	0.535714286
GAB4	0.925925926
LMBR1	-0.151515152
SPDYC	0.535714286
BTBD11	-0.930232558
EGR1	-0.639534884
RNF135	-0.909090909
SEZ6L	0.432098765
ZC3H8	-0.909090909
ZNF267	-0.930232558
AIM1	-0.930232558
AP2S1	-0.151515152
ARL15	-0.639534884
CACNG3	-0.326086957
CHRM4	0.161290323
FKBP10	-0.909090909
ITGB8	-0.53030303
TNNI3	0.806451613
TSPYL4	-0.639534884
ZNF211	-0.930232558
ABLIM2	-0.930232558
CAMK2B	-0.869565217
CASKIN1	-0.326086957
CYP2D6	-0.326086957
EYA2	-0.151515152
IPO5	-0.943396226
KCNK5	-0.326086957
NUPL2	-0.639534884
PCSK2	0.178571429
PMS2	-0.53030303
RAB11FIP1	-0.151515152
SH2B1	-0.53030303
KIF2B	0.535714286
TMEM55A	-0.326086957
WBSCR22	0.432098765
FEN1	-0.909090909
TMEM178B	-0.151515152
NCOA2	-0.930232558
SSRP1	-0.930232558
CYP11A1	0.178571429
CLMP	-0.151515152
DCAF4L1	0.535714286
MBNL1	0.178571429
B4GALNT4	0.892857143
GPC6	-0.151515152
UNC119	-0.151515152
B3GNT3	0.925925926
BTNL3	0.892857143
FAM216A	-0.151515152
GRM6	0.178571429
LRRC37A	-0.909090909
ADCY8	0.161290323
ASPH	-0.909090909
HECA	0.535714286
KRTCAP3	0.679012346
LTBP3	-0.943396226
MISP	0.178571429
C7orf57	-0.53030303
CCNJL	-0.943396226
FBRS	-0.53030303
NEK8	-0.151515152
NOS2	-0.53030303
SIAH3	-0.53030303
